filename,worker,CT spam,manual spam,workerCosine,workerDisagreement,sounds,keywordsPerSound,wordsPerSound,charPerSound,wordsPerKeyword,charPerKeyword,charPerWord
2-2-150-f681956.csv,15155106,0,0,0.757,0.807,30,1.767,3.1,16.267,1.755,9.208,5.247
2-2-150-f681956.csv,19070755,0,0,0.692,0.806,3,1.333,5.333,30.0,4.0,22.5,5.625
2-2-150-f681956.csv,6352345,0,0,0.924,0.858,15,2.267,3.067,18.667,1.353,8.235,6.087
2-2-150-f681956.csv,6334158,0,0,0.957,0.881,12,1.25,2.583,13.167,2.067,10.533,5.097
2-2-150-f681956.csv,28675156,0,0,0.752,0.81,30,2.267,2.3,10.633,1.015,4.691,4.623
2-2-150-f681956.csv,31159649,0,0,1.0,0.9,3,2.333,2.333,13.667,1.0,5.857,5.857
2-3-150-f683873.csv,15777392,0,0,0.652,0.749,30,1.633,2.367,13.033,1.449,7.98,5.507
2-3-150-f683873.csv,18540373,0,0,0.764,0.799,30,2.067,2.533,14.133,1.226,6.839,5.579
2-3-150-f683873.csv,21799277,0,0,0.7,0.758,9,2.222,2.889,15.0,1.3,6.75,5.192
2-3-150-f683873.csv,6581575,0,0,0.805,0.767,3,1.0,2.0,10.333,2.0,10.333,5.167
2-3-150-f683873.csv,5921708,0,0,0.742,0.8,15,2.067,2.467,15.133,1.194,7.323,6.135
2-3-150-f683873.csv,12918534,0,0,0.956,0.886,3,2.333,2.333,14.333,1.0,6.143,6.143
2-3-150-f683873.csv,9001027,0,0,0.789,0.808,30,3.567,3.967,23.467,1.112,6.579,5.916
2-3-150-f683873.csv,18535574,0,0,0.877,0.856,30,2.6,3.4,22.433,1.308,8.628,6.598
2-3-150-f683873.csv,29849805,0,0,0.926,0.872,9,2.333,3.0,20.889,1.286,8.952,6.963
2-3-150-f683873.csv,24796792,0,0,0.806,0.766,30,1.067,2.033,11.767,1.906,11.031,5.787
2-3-150-f683873.csv,21614812,0,0,0.851,0.803,30,1.2,1.467,8.667,1.222,7.222,5.909
2-3-150-f683873.csv,6338946,0,0,0.789,0.797,30,2.933,4.267,23.933,1.455,8.159,5.609
2-3-150-f683873.csv,31596224,0,0,0.75,0.737,12,2.583,6.583,39.083,2.548,15.129,5.937
2-3-150-f683873.csv,20379980,0,0,0.712,0.781,30,2.267,3.2,18.167,1.412,8.015,5.677
2-3-150-f683873.csv,29025907,0,0,0.789,0.798,30,1.833,3.2,20.967,1.745,11.436,6.552
2-3-150-f683873.csv,6587538,0,0,0.757,0.816,6,3.667,3.667,22.167,1.0,6.045,6.045
2-3-150-f683873.csv,19378092,0,0,0.704,0.778,6,3.0,3.333,17.833,1.111,5.944,5.35
2-3-150-f683873.csv,30758231,0,0,0.786,0.791,6,1.0,1.833,11.667,1.833,11.667,6.364
2-3-150-f683873.csv,31241093,0,0,0.702,0.74,24,1.042,1.292,7.792,1.24,7.48,6.032
2-3-150-f683873.csv,6340447,0,0,0.664,0.738,30,1.867,3.033,17.567,1.625,9.411,5.791
2-3-150-f683873.csv,22334089,0,0,0.276,0.576,3,2.333,3.667,20.0,1.571,8.571,5.455
2-3-150-f683873.csv,31065274,0,0,0.676,0.761,21,1.429,2.286,13.619,1.6,9.533,5.958
2-3-150-f683873.csv,9559045,0,0,0.725,0.82,3,1.667,1.667,9.333,1.0,5.6,5.6
2-3-150-f683873.csv,27102601,0,0,0.73,0.759,30,1.767,2.833,16.6,1.604,9.396,5.859
2-3-150-f683873.csv,23743236,0,0,0.747,0.776,18,1.0,1.389,7.944,1.389,7.944,5.72
2-3-150-f683873.csv,20770713,0,0,0.728,0.776,15,3.267,3.467,18.533,1.061,5.673,5.346
2-3-150-f683873.csv,20693658,0,0,0.633,0.75,9,2.667,4.222,24.667,1.583,9.25,5.842
2-3-150-f683873.csv,31390871,0,0,0.735,0.825,30,4.167,4.867,27.033,1.168,6.488,5.555
2-3-150-f683873.csv,27754226,0,0,0.714,0.728,15,1.2,1.867,11.533,1.556,9.611,6.179
2-3-150-f683873.csv,22396848,0,0,1.0,0.9,3,2.0,2.0,7.667,1.0,3.833,3.833
2-3-150-f683873.csv,31508257,0,0,0.878,0.85,6,3.0,5.167,36.333,1.722,12.111,7.032
2-3-150-f683873.csv,25523588,0,0,0.28,0.54,3,1.333,2.333,14.333,1.75,10.75,6.143
2-3-150-f683873.csv,27597031,0,0,0.69,0.791,30,2.033,2.633,15.567,1.295,7.656,5.911
2-3-150-f683873.csv,30489373,0,0,0.783,0.827,30,2.6,2.8,17.8,1.077,6.846,6.357
2-3-150-f683873.csv,27081124,0,0,0.868,0.846,9,2.0,2.333,15.111,1.167,7.556,6.476
2-3-150-f683873.csv,21743413,0,0,0.805,0.812,30,1.0,1.667,8.8,1.667,8.8,5.28
2-3-150-f683873.csv,4389600,0,0,0.712,0.743,24,2.833,4.708,25.458,1.662,8.985,5.407
2-3-150-f683873.csv,8492634,0,0,0.677,0.75,30,2.8,3.8,22.9,1.357,8.179,6.026
2-3-150-f683873.csv,12878402,0,0,0.802,0.779,3,3.0,3.333,21.667,1.111,7.222,6.5
2-3-150-f683873.csv,9855618,0,0,0.706,0.752,15,2.6,3.067,18.267,1.179,7.026,5.957
2-3-150-f683873.csv,28957238,0,0,0.675,0.708,9,2.222,3.222,19.778,1.45,8.9,6.138
2-3-150-f683873.csv,22518719,0,0,0.832,0.808,3,1.333,1.333,7.667,1.0,5.75,5.75
2-3-150-f683873.csv,21074119,0,0,0.607,0.737,6,1.833,4.167,23.0,2.273,12.545,5.52
2-3-150-f683873.csv,30210544,0,0,0.815,0.845,3,2.667,4.0,16.0,1.5,6.0,4.0
2-3-150-f683873.csv,28405874,0,0,0.877,0.806,6,2.167,3.167,19.667,1.462,9.077,6.211
2-3-150-f683873.csv,19014394,0,0,0.865,0.858,3,2.333,2.333,12.333,1.0,5.286,5.286
2-3-150-f683873.csv,29264114,0,0,0.88,0.85,24,1.0,1.625,8.333,1.625,8.333,5.128
2-3-150-f683873.csv,13551709,0,0,0.885,0.856,30,1.0,2.833,16.1,2.833,16.1,5.682
2-3-150-f683873.csv,15904260,0,0,0.729,0.79,30,1.333,2.467,15.067,1.85,11.3,6.108
2-3-150-f683873.csv,21689491,0,0,0.767,0.799,15,1.667,2.4,14.2,1.44,8.52,5.917
2-3-150-f683873.csv,30342401,0,0,0.803,0.776,30,1.1,1.833,11.1,1.667,10.091,6.055
2-3-150-f683873.csv,30242997,0,0,0.749,0.769,30,2.5,4.433,25.6,1.773,10.24,5.774
2-3-150-f683873.csv,16334880,0,0,0.747,0.796,30,1.033,1.3,7.2,1.258,6.968,5.538
2-3-150-f683873.csv,11035031,0,0,0.952,0.888,24,1.417,1.917,10.708,1.353,7.559,5.587
2-3-150-f683873.csv,17950689,0,0,0.827,0.812,30,2.633,3.1,18.7,1.177,7.101,6.032
2-3-150-f683873.csv,21507445,0,0,0.704,0.756,30,1.333,1.7,10.7,1.275,8.025,6.294
2-3-150-f683873.csv,21068477,0,0,0.779,0.811,9,1.667,2.333,15.222,1.4,9.133,6.524
2-3-150-f683873.csv,26075603,0,0,0.614,0.706,9,1.778,2.667,16.111,1.5,9.063,6.042
2-3-150-f683873.csv,30940715,0,0,0.751,0.804,30,1.867,2.2,14.533,1.179,7.786,6.606
2-3-150-f683873.csv,19780901,0,0,0.854,0.829,30,1.167,4.967,28.533,4.257,24.457,5.745
2-3-150-f683873.csv,28096940,0,0,0.768,0.774,30,3.133,3.367,19.0,1.074,6.064,5.644
2-3-150-f683873.csv,10319610,0,0,0.899,0.839,3,2.667,3.0,19.0,1.125,7.125,6.333
2-3-150-f683873.csv,29139615,0,0,0.836,0.842,30,1.0,4.267,24.833,4.267,24.833,5.82
2-3-150-f683873.csv,28790780,0,0,0.691,0.781,30,1.733,2.067,11.4,1.192,6.577,5.516
2-3-150-f683873.csv,14583334,0,0,0.842,0.802,30,2.167,2.733,17.233,1.262,7.954,6.305
2-3-150-f683873.csv,19495345,0,0,0.873,0.838,12,1.5,2.667,16.917,1.778,11.278,6.344
2-3-150-f683873.csv,27848251,0,0,0.53,0.685,3,1.333,2.0,14.333,1.5,10.75,7.167
2-3-150-f683873.csv,15823508,0,0,0.738,0.748,30,2.967,3.8,21.367,1.281,7.202,5.623
2-3-150-f683873.csv,25638993,0,0,0.868,0.845,30,1.0,1.433,7.8,1.433,7.8,5.442
2-3-150-f683873.csv,15180586,0,0,0.745,0.797,24,1.583,2.125,11.083,1.342,7.0,5.216
2-3-150-f683873.csv,23930372,0,0,0.66,0.741,30,3.233,3.667,22.067,1.134,6.825,6.018
2-3-150-f683873.csv,28675156,0,0,0.83,0.835,30,1.967,2.067,10.333,1.051,5.254,5.0
2-3-150-f683873.csv,21316803,0,0,0.815,0.817,18,1.611,2.111,13.111,1.31,8.138,6.211
2-3-150-f683873.csv,11460728,0,0,0.785,0.801,30,3.033,3.633,24.1,1.198,7.945,6.633
2-3-150-f683873.csv,27939470,0,0,0.785,0.832,30,1.0,1.467,8.7,1.467,8.7,5.932
2-3-150-f683873.csv,20587495,0,0,0.908,0.854,3,2.333,2.667,20.0,1.143,8.571,7.5
2-3-150-f683873.csv,607699,0,0,0.7,0.754,30,1.967,2.867,15.933,1.458,8.102,5.558
2-3-150-f683873.csv,29042555,0,0,1.0,0.9,6,1.0,1.0,4.5,1.0,4.5,4.5
2-4-150-2f685066.csv,18666417,0,0,0.599,0.656,6,1.167,2.5,15.833,2.143,13.571,6.333
2-4-150-2f685066.csv,18741913,0,0,0.836,0.832,30,1.567,1.667,9.833,1.064,6.277,5.9
2-4-150-2f685066.csv,26075603,0,0,0.833,0.838,30,1.533,1.733,10.0,1.13,6.522,5.769
2-4-150-2f685066.csv,18540373,0,0,0.807,0.815,30,2.167,2.433,13.9,1.123,6.415,5.712
2-4-150-2f685066.csv,25419319,0,0,0.818,0.842,9,2.889,3.111,17.333,1.077,6.0,5.571
2-4-150-2f685066.csv,13773222,0,0,0.857,0.85,3,2.667,3.333,19.667,1.25,7.375,5.9
2-4-150-2f685066.csv,21074119,0,0,0.775,0.818,18,2.333,3.889,24.833,1.667,10.643,6.386
2-4-150-2f685066.csv,9001027,0,0,0.746,0.808,18,3.611,4.111,25.0,1.138,6.923,6.081
2-4-150-2f685066.csv,6344072,0,0,0.909,0.828,18,1.111,1.722,10.278,1.55,9.25,5.968
2-4-150-2f685066.csv,18535574,0,0,0.807,0.848,30,3.033,3.9,24.3,1.286,8.011,6.231
2-4-150-2f685066.csv,30472884,0,0,0.77,0.811,30,1.967,2.533,15.3,1.288,7.78,6.039
2-4-150-2f685066.csv,30075094,0,0,0.805,0.81,12,1.0,1.083,7.167,1.083,7.167,6.615
2-4-150-2f685066.csv,30226434,0,0,0.908,0.853,30,1.433,1.667,10.267,1.163,7.163,6.16
2-4-150-2f685066.csv,21614812,0,0,0.885,0.844,30,1.033,1.1,6.567,1.065,6.355,5.97
2-4-150-2f685066.csv,10319610,0,0,0.791,0.813,30,2.067,2.467,14.3,1.194,6.919,5.797
2-4-150-2f685066.csv,23352788,0,0,0.791,0.796,30,1.0,2.667,13.9,2.667,13.9,5.213
2-4-150-2f685066.csv,4389600,0,0,0.696,0.794,3,2.667,3.333,20.667,1.25,7.75,6.2
2-4-150-2f685066.csv,29812109,0,0,0.818,0.826,30,2.5,3.2,18.8,1.28,7.52,5.875
2-4-150-2f685066.csv,28675156,0,0,0.789,0.81,18,2.056,2.222,11.389,1.081,5.541,5.125
2-4-150-2f685066.csv,30495280,0,0,0.91,0.854,30,2.7,3.533,19.5,1.309,7.222,5.519
2-4-150-2f685066.csv,16844474,0,0,0.744,0.817,3,2.0,6.667,40.333,3.333,20.167,6.05
2-4-150-2f685066.csv,31122233,0,0,0.89,0.854,24,2.417,3.042,18.625,1.259,7.707,6.123
2-4-150-2f685066.csv,30983236,0,0,0.666,0.77,9,3.222,6.444,40.111,2.0,12.448,6.224
2-4-150-2f685066.csv,18181596,0,0,0.74,0.78,30,1.1,2.233,12.9,2.03,11.727,5.776
2-4-150-2f685066.csv,17632529,0,0,0.565,0.693,6,1.167,1.667,10.833,1.429,9.286,6.5
2-4-150-2f685066.csv,27102601,0,0,0.912,0.869,21,1.857,1.952,10.0,1.051,5.385,5.122
2-4-150-2f685066.csv,24542176,0,0,0.703,0.817,3,1.333,2.0,10.667,1.5,8.0,5.333
2-4-150-2f685066.csv,31623220,0,0,0.866,0.804,6,2.833,3.833,20.0,1.353,7.059,5.217
2-4-150-2f685066.csv,29025907,0,0,0.852,0.853,30,1.767,2.467,17.633,1.396,9.981,7.149
2-4-150-2f685066.csv,31248728,0,0,0.877,0.859,3,1.0,6.0,32.667,6.0,32.667,5.444
2-4-150-2f685066.csv,27754226,0,0,0.766,0.801,30,1.2,2.033,12.7,1.694,10.583,6.246
2-4-150-2f685066.csv,28103910,0,0,0.68,0.737,6,1.0,1.333,7.0,1.333,7.0,5.25
2-4-150-2f685066.csv,31508257,0,0,1.0,0.9,3,2.667,4.333,28.667,1.625,10.75,6.615
2-4-150-2f685066.csv,28810858,0,0,0.788,0.806,9,1.444,2.556,12.556,1.769,8.692,4.913
2-4-150-2f685066.csv,31184650,0,0,0.843,0.839,30,2.2,2.7,16.433,1.227,7.47,6.086
2-4-150-2f685066.csv,15533707,0,0,0.847,0.845,12,2.917,3.583,22.75,1.229,7.8,6.349
2-4-150-2f685066.csv,19229862,0,0,0.816,0.818,30,1.533,2.233,13.3,1.457,8.674,5.955
2-4-150-2f685066.csv,17973743,0,0,1.0,0.9,18,1.0,1.0,9.0,1.0,9.0,9.0
2-4-150-2f685066.csv,31302995,0,0,0.841,0.794,9,2.222,3.222,19.444,1.45,8.75,6.034
2-4-150-2f685066.csv,19020597,0,0,0.732,0.7,6,1.167,1.167,8.833,1.0,7.571,7.571
2-4-150-2f685066.csv,26945888,0,0,0.842,0.812,27,1.556,1.963,13.185,1.262,8.476,6.717
2-4-150-2f685066.csv,14246695,0,0,0.586,0.662,6,1.5,2.0,12.0,1.333,8.0,6.0
2-4-150-2f685066.csv,30144450,0,0,0.691,0.763,6,1.167,1.667,9.333,1.429,8.0,5.6
2-4-150-2f685066.csv,30726975,0,0,0.802,0.827,30,2.467,2.767,16.333,1.122,6.622,5.904
2-4-150-2f685066.csv,22518719,0,0,0.668,0.75,6,1.5,2.167,12.833,1.444,8.556,5.923
2-4-150-2f685066.csv,30399710,0,0,0.786,0.796,30,2.267,3.433,20.4,1.515,9.0,5.942
2-4-150-2f685066.csv,28476722,0,0,0.733,0.807,30,2.033,2.433,13.9,1.197,6.836,5.712
2-4-150-2f685066.csv,23743236,0,0,0.892,0.847,30,1.0,1.267,7.267,1.267,7.267,5.737
2-4-150-2f685066.csv,18137958,0,0,0.862,0.839,24,1.042,3.625,20.167,3.48,19.36,5.563
2-4-150-2f685066.csv,31112111,0,0,0.761,0.776,12,1.75,3.417,20.75,1.952,11.857,6.073
2-4-150-2f685066.csv,15904260,0,0,0.742,0.8,15,1.733,2.8,15.533,1.615,8.962,5.548
2-4-150-2f685066.csv,21689491,0,0,0.904,0.85,3,1.333,1.667,12.333,1.25,9.25,7.4
2-4-150-2f685066.csv,30342401,0,0,0.898,0.854,30,1.067,1.5,9.867,1.406,9.25,6.578
2-4-150-2f685066.csv,11521789,0,0,0.969,0.886,6,1.0,3.833,22.167,3.833,22.167,5.783
2-4-150-2f685066.csv,30769787,0,0,0.87,0.848,24,1.083,1.708,9.542,1.577,8.808,5.585
2-4-150-2f685066.csv,29686407,0,0,0.796,0.787,21,3.286,3.619,21.524,1.101,6.551,5.947
2-4-150-2f685066.csv,16334880,0,0,0.819,0.836,30,1.233,1.633,10.167,1.324,8.243,6.224
2-4-150-2f685066.csv,20845955,0,0,0.472,0.744,3,3.0,4.0,20.667,1.333,6.889,5.167
2-4-150-2f685066.csv,17950689,0,0,0.837,0.832,30,1.8,2.233,12.7,1.241,7.056,5.687
2-4-150-2f685066.csv,21507445,0,0,0.841,0.829,30,1.4,2.0,14.467,1.429,10.333,7.233
2-4-150-2f685066.csv,6331127,0,0,0.705,0.78,6,1.833,3.167,16.833,1.727,9.182,5.316
2-4-150-2f685066.csv,24403612,0,0,0.871,0.844,30,1.633,2.567,15.067,1.571,9.224,5.87
2-4-150-2f685066.csv,31502130,0,0,0.875,0.867,6,3.0,3.5,20.833,1.167,6.944,5.952
2-4-150-2f685066.csv,29074051,0,0,0.889,0.844,30,1.8,2.367,14.633,1.315,8.13,6.183
2-4-150-2f685066.csv,22279249,0,0,0.837,0.82,21,1.333,1.905,12.333,1.429,9.25,6.475
2-4-150-2f685066.csv,30489373,0,0,0.733,0.769,30,2.533,3.033,18.4,1.197,7.263,6.066
2-4-150-2f685066.csv,29688905,0,0,0.796,0.805,12,2.417,3.5,20.5,1.448,8.483,5.857
2-4-150-2f685066.csv,30901378,0,0,0.887,0.85,6,2.667,3.667,23.0,1.375,8.625,6.273
2-4-150-2f685066.csv,19495345,0,0,0.711,0.81,3,1.0,1.667,9.0,1.667,9.0,5.4
2-4-150-2f685066.csv,22419688,0,0,0.845,0.818,15,1.533,1.6,9.4,1.043,6.13,5.875
2-4-150-2f685066.csv,28755767,0,0,0.93,0.877,30,1.0,1.8,10.367,1.8,10.367,5.759
2-4-150-2f685066.csv,18805669,0,0,0.741,0.789,30,2.1,2.467,13.8,1.175,6.571,5.595
2-4-150-2f685066.csv,15823508,0,0,0.837,0.826,30,2.8,3.3,19.433,1.179,6.94,5.889
2-4-150-2f685066.csv,25934839,0,0,0.633,0.758,18,1.5,1.889,11.944,1.259,7.963,6.324
2-4-150-2f685066.csv,15180586,0,0,0.76,0.803,30,1.833,2.267,12.133,1.236,6.618,5.353
2-4-150-2f685066.csv,7051387,0,0,0.908,0.835,6,5.167,5.5,30.0,1.065,5.806,5.455
2-4-150-2f685066.csv,14561763,0,0,0.684,0.775,6,1.667,1.833,8.833,1.1,5.3,4.818
2-4-150-2f685066.csv,26531841,0,0,0.865,0.835,15,2.6,2.933,18.667,1.128,7.179,6.364
2-4-150-2f685066.csv,11460728,0,0,0.925,0.886,3,2.0,2.0,15.333,1.0,7.667,7.667
2-4-150-2f685066.csv,11035031,0,0,0.938,0.877,21,1.333,1.952,11.81,1.464,8.857,6.049
2-4-150-2f685066.csv,27939470,0,0,0.83,0.852,30,1.0,1.4,7.733,1.4,7.733,5.524
2-4-150-2f685066.csv,30695793,0,0,0.951,0.876,6,1.0,2.5,13.333,2.5,13.333,5.333
3-1-300-f702793.csv,29318090,0,0,0.871,0.852,6,1.0,1.333,6.333,1.333,6.333,4.75
3-1-300-f702793.csv,11658682,0,0,0.792,0.817,30,1.933,2.367,12.4,1.224,6.414,5.239
3-1-300-f702793.csv,18535574,0,0,0.788,0.818,30,2.233,3.567,21.367,1.597,9.567,5.991
3-1-300-f702793.csv,21813440,0,0,0.853,0.842,30,1.433,1.567,8.3,1.093,5.791,5.298
3-1-300-f702793.csv,30215879,0,0,0.642,0.8,3,5.0,6.667,40.667,1.333,8.133,6.1
3-1-300-f702793.csv,21614812,0,0,0.938,0.871,33,1.03,1.03,6.727,1.0,6.529,6.529
3-1-300-f702793.csv,6355877,0,0,0.81,0.805,30,1.0,1.367,7.767,1.367,7.767,5.683
3-1-300-f702793.csv,23352788,0,0,0.709,0.755,30,1.033,1.633,10.067,1.581,9.742,6.163
3-1-300-f702793.csv,23977248,0,0,0.785,0.816,18,1.667,2.056,9.889,1.233,5.933,4.811
3-1-300-f702793.csv,31241093,0,0,0.656,0.75,3,1.0,1.0,5.333,1.0,5.333,5.333
3-1-300-f702793.csv,31372936,0,0,1.0,0.9,3,1.333,2.333,15.333,1.75,11.5,6.571
3-1-300-f702793.csv,6488338,0,0,0.886,0.865,30,2.2,3.767,23.667,1.712,10.758,6.283
3-1-300-f702793.csv,29025907,0,0,0.737,0.79,48,1.75,2.625,18.417,1.5,10.524,7.016
3-1-300-f702793.csv,19425875,0,0,0.837,0.802,30,1.167,1.467,8.567,1.257,7.343,5.841
3-1-300-f702793.csv,31755236,0,0,0.935,0.871,33,1.303,2.545,16.667,1.953,12.791,6.548
3-1-300-f702793.csv,17609080,0,0,0.96,0.883,6,1.0,1.0,8.5,1.0,8.5,8.5
3-1-300-f702793.csv,30549979,0,0,0.822,0.862,15,3.0,3.333,17.067,1.111,5.689,5.12
3-1-300-f702793.csv,18668290,0,0,0.78,0.787,30,1.0,1.733,10.7,1.733,10.7,6.173
3-1-300-f702793.csv,28868712,0,0,0.873,0.855,18,1.722,1.889,10.667,1.097,6.194,5.647
3-1-300-f702793.csv,31379566,0,0,0.716,0.81,30,3.0,4.2,25.5,1.4,8.5,6.071
3-1-300-f702793.csv,17379068,0,0,0.771,0.787,30,1.0,1.767,10.033,1.767,10.033,5.679
3-1-300-f702793.csv,24696098,0,0,0.839,0.811,21,1.0,1.476,7.81,1.476,7.81,5.29
3-1-300-f702793.csv,6338946,0,0,0.755,0.803,30,2.933,3.7,21.7,1.261,7.398,5.865
3-1-300-f702793.csv,31916489,0,0,0.937,0.882,6,1.167,3.5,20.833,3.0,17.857,5.952
3-1-300-f702793.csv,30118713,0,0,0.72,0.787,12,2.5,4.167,25.583,1.667,10.233,6.14
3-1-300-f702793.csv,29139615,0,0,0.844,0.804,30,1.0,1.967,12.367,1.967,12.367,6.288
3-1-300-f702793.csv,19495345,0,0,0.842,0.819,30,1.367,2.333,14.333,1.707,10.488,6.143
3-1-300-f702793.csv,31789861,0,0,0.913,0.861,36,1.0,2.306,14.222,2.306,14.222,6.169
3-1-300-f702793.csv,21662236,0,0,0.874,0.841,30,1.0,3.667,22.433,3.667,22.433,6.118
3-1-300-f702793.csv,30506788,0,0,0.816,0.833,30,2.667,3.933,23.433,1.475,8.787,5.958
3-1-300-f702793.csv,6352682,0,0,0.731,0.78,30,1.267,1.6,9.4,1.263,7.421,5.875
3-1-300-f702793.csv,11598752,0,0,0.753,0.832,3,1.333,2.0,13.667,1.5,10.25,6.833
3-1-300-f702793.csv,31304413,0,0,0.752,0.786,12,1.417,1.833,9.917,1.294,7.0,5.409
3-1-300-f702793.csv,1890003,0,0,0.872,0.844,30,1.433,1.767,12.133,1.233,8.465,6.868
3-1-300-f702793.csv,30546513,0,0,0.723,0.774,12,1.0,1.417,6.667,1.417,6.667,4.706
3-1-300-f702793.csv,30733509,0,0,0.877,0.84,30,3.0,6.933,41.967,2.311,13.989,6.053
3-1-300-f702793.csv,21507445,0,0,0.741,0.824,30,3.0,3.367,18.333,1.122,6.111,5.446
3-1-300-f702793.csv,31667185,0,0,0.858,0.843,48,1.208,2.417,13.833,2.0,11.448,5.724
3-1-300-f702793.csv,7461070,0,0,0.875,0.852,30,1.2,1.733,9.667,1.444,8.056,5.577
3-1-300-f702793.csv,18969257,0,0,0.758,0.812,30,1.633,2.133,12.433,1.306,7.612,5.828
3-1-300-f702793.csv,31578803,0,0,0.949,0.883,3,2.0,2.0,9.667,1.0,4.833,4.833
3-1-300-f702793.csv,22650372,0,0,0.536,0.672,3,1.0,1.667,10.333,1.667,10.333,6.2
3-1-300-f702793.csv,13581319,0,0,0.787,0.815,30,1.0,1.2,6.767,1.2,6.767,5.639
3-1-300-f702793.csv,30681350,0,0,0.664,0.776,3,1.333,1.333,6.333,1.0,4.75,4.75
3-1-300-f702793.csv,17985860,0,0,0.792,0.818,6,1.667,3.667,22.167,2.2,13.3,6.045
3-1-300-f702793.csv,24449254,0,0,0.713,0.783,3,2.333,2.333,13.667,1.0,5.857,5.857
3-1-300-f702793.csv,31813170,0,0,0.79,0.829,30,1.933,2.033,13.067,1.052,6.759,6.426
3-1-300-f702793.csv,4589536,0,0,0.778,0.808,6,1.667,1.667,9.5,1.0,5.7,5.7
3-1-300-f702793.csv,19053597,0,0,0.775,0.827,30,1.3,2.133,12.967,1.641,9.974,6.078
3-1-300-f702793.csv,29681090,0,0,0.913,0.87,18,1.278,1.611,9.333,1.261,7.304,5.793
3-1-300-f702793.csv,30130805,0,0,0.754,0.816,6,1.0,2.167,12.5,2.167,12.5,5.769
3-1-300-f702793.csv,32002963,0,0,0.798,0.803,30,1.2,2.567,13.467,2.139,11.222,5.247
3-1-300-f702793.csv,31580375,0,0,0.864,0.841,30,1.0,1.133,6.433,1.133,6.433,5.676
3-1-300-f702793.csv,31508822,0,0,0.871,0.853,30,2.6,3.533,22.233,1.359,8.551,6.292
3-1-300-f702793.csv,30495280,0,0,0.813,0.837,9,3.0,4.444,26.556,1.481,8.852,5.975
3-1-300-f702793.csv,28209666,0,0,0.96,0.889,3,1.333,1.667,7.333,1.25,5.5,4.4
3-1-300-f702793.csv,17144562,0,0,0.733,0.805,15,1.133,1.6,10.0,1.412,8.824,6.25
3-1-300-f702793.csv,30901378,0,0,0.902,0.867,3,1.333,1.667,8.0,1.25,6.0,4.8
3-1-300-f702793.csv,31179863,0,0,0.925,0.878,30,1.0,1.6,9.067,1.6,9.067,5.667
3-1-300-f702793.csv,28103441,0,0,0.714,0.772,30,2.1,2.6,15.833,1.238,7.54,6.09
3-1-300-f702793.csv,22466782,0,0,0.707,0.746,9,1.0,1.444,8.556,1.444,8.556,5.923
3-1-300-f702793.csv,7012325,0,0,0.785,0.802,30,1.2,2.933,17.0,2.444,14.167,5.795
3-1-300-f702793.csv,14583334,0,0,0.752,0.775,30,1.967,2.433,15.033,1.237,7.644,6.178
3-1-300-f702793.csv,18144011,0,0,0.838,0.819,30,2.367,3.4,19.033,1.437,8.042,5.598
3-1-300-f702793.csv,20623511,0,0,1.0,0.9,3,1.667,1.667,10.0,1.0,6.0,6.0
3-1-300-f702793.csv,30169276,0,0,0.819,0.833,3,2.0,2.0,13.0,1.0,6.5,6.5
3-1-300-f702793.csv,23930372,0,0,0.696,0.752,48,2.083,2.604,15.688,1.25,7.53,6.024
3-1-300-f702793.csv,28408567,0,0,0.894,0.86,6,2.833,2.833,15.5,1.0,5.471,5.471
3-1-300-f702793.csv,11460728,0,0,0.75,0.802,30,2.233,2.767,17.867,1.239,8.0,6.458
3-1-300-f702793.csv,27939470,0,0,0.811,0.815,30,1.0,1.4,8.6,1.4,8.6,6.143
3-1-300-f702793.csv,31214995,0,0,0.836,0.842,30,2.7,3.967,26.433,1.469,9.79,6.664
3-1-300-f702793.csv,32071687,0,0,0.91,0.86,3,2.0,2.333,14.333,1.167,7.167,6.143
3-1-300-f702793.csv,20307202,0,0,0.756,0.822,6,1.667,1.667,10.667,1.0,6.4,6.4
3-1-300-f702793.csv,4316379,0,0,0.868,0.85,30,1.1,2.033,11.767,1.848,10.697,5.787
3-1-300-f702793.csv,31695021,0,0,0.916,0.865,39,1.026,3.795,23.949,3.7,23.35,6.311
3-1-300-f702793.csv,12115558,0,0,0.802,0.811,30,1.467,3.0,17.333,2.045,11.818,5.778
3-1-300-f702793.csv,29849805,0,0,0.861,0.852,15,1.467,1.667,11.6,1.136,7.909,6.96
3-1-300-f702793.csv,24796792,0,0,0.812,0.801,48,1.0,1.438,7.938,1.438,7.938,5.522
3-1-300-f702793.csv,6450461,0,0,0.928,0.867,6,1.5,3.167,18.333,2.111,12.222,5.789
3-1-300-f702793.csv,19580742,0,0,1.0,0.9,6,1.167,1.333,8.667,1.143,7.429,6.5
3-1-300-f702793.csv,13300986,0,0,0.808,0.816,24,1.333,1.708,10.625,1.281,7.969,6.22
3-1-300-f702793.csv,10959404,0,0,0.811,0.806,30,1.633,2.167,13.367,1.327,8.184,6.169
3-1-300-f702793.csv,31285455,0,0,0.871,0.842,48,1.042,1.875,12.125,1.8,11.64,6.467
3-1-300-f702793.csv,10213750,0,0,0.79,0.785,30,1.767,2.433,14.367,1.377,8.132,5.904
3-1-300-f702793.csv,28767253,0,0,0.713,0.794,12,1.083,1.583,9.583,1.462,8.846,6.053
